,en,vn,word_type,word_type_vn
39125,graduate,tốt nghiệp (người).,n,danh từ
39126,graduate,bình (thùng) chia độ,n,danh từ
39127,graft,ghép (sự).,n,danh từ
39128,graft,mảnh ghép,n,danh từ
39129,grain,hạt. hột.,n,danh từ
39130,grain,"gren (bằng 0,065 gam)",n,danh từ
39131,granulation,hạt. hột; kết hạt (sự).,n,danh từ
39132,granulation,sinh nụ thit (sự),n,danh từ
39133,grapes,viêm hạt chân ngựa (bh).,n,danh từ
39134,grapes,lao bò (bh),n,danh từ
39135,graph,đồ thị,n,danh từ
39136,graph,đường biễu diễn,n,danh từ
39137,gray,xám.,"a,n",tính từ
39138,gray,gray (Gy) (đơn vị hấp thu phóng xạ),"a,n",tính từ
39139,grinding,mài.,n,danh từ
39140,grinding,nghiến răng (ch).,n,danh từ
39141,grinding,nhai nghiền (sự),n,danh từ
39142,gut,ruột. tràng,n,danh từ
39143,gut,ống tiêu hóa. nguyên tràng (phôi).,n,danh từ
39144,gut,catgut,n,danh từ
39145,gynandrism,lưỡng tính.,n,danh từ
39146,gynandrism,lưỡng tính giả ở nữ,n,danh từ
39147,gynandroid,lưỡng tính (ngưới).,n,danh từ
39148,gynandroid,lưỡng tính giả (ngưới),n,danh từ
39149,gag,banh miệng.,"n,v",danh từ
39150,gag,giẻ bịt miệng.,"n,v",danh từ
39151,gag,nôn. ọe,"n,v",danh từ
39152,galactostasis,cạn sữa (sự).,n,danh từ
39153,galactostasis,ứ sữa (sự),n,danh từ
39154,gametocyte,tế bào-mẹ giao tử.  giao tử bào.,n,danh từ
39155,gametocyte,gamont (giai đoạn tế bào giao tử),n,danh từ
39156,ganglion,hạch thần kinh.,n,danh từ
39157,ganglion,nang hoạt dịch,n,danh từ
39158,gastrophthisis,xơ teo dạ dày (ch).,n,danh từ
39159,gastrophthisis,gầy còm do bệnh đường bụng,n,danh từ
39160,gemma,chồi. mầm.,n,danh từ
39161,gemma,mixen,n,danh từ
39162,generalize,lan toàn thân.,v,động từ
39163,generalize,phổ biến. khái quát hóa,v,động từ
39164,generation,sinh sản (sự),n,danh từ
39165,generation,thế hệ,n,danh từ
39166,generator,1.  vật sinh sản. 2 máy phát điện,n,danh từ
39167,generic,chi (th).,a,tính từ
39168,generic,không có nhãn hiệu (chỉ thuốc),a,tính từ
39169,genius,đặc trưng.,n,danh từ
39170,genius,thiên tài. thiên tư (người),n,danh từ
39171,genoblast,nhân noãn (trứng) thụ thai.,n,danh từ
39172,genoblast,tế bào mầm thành thục,n,danh từ
39173,gland,tuyến.,n,danh từ
39174,gland,hạch bạch huyết,n,danh từ
39175,glandular,tuyến (th).,a,tính từ
39176,glandular,quy đầu (th),a,tính từ
39177,glaze,trán men sứ (RHM).,v,động từ
39178,glaze,đánh bóng,v,động từ
39179,globular,hình cầu.,a,tính từ
39180,globular,"hồng tế bào (th),",a,tính từ
39181,habenula,cuống tuyến tùng;,n,danh từ
39182,habenula,hãm,n,danh từ
39183,habit,thói quen.nghiện.,n,danh từ
39184,habit,thể tạng,n,danh từ
39185,habituation,thích nghi môi trường (sự).,n,danh từ
39186,habituation,hình thành tập tính (sự).,n,danh từ
39187,habituation,quen thuốc. nhờn thuốc. nghiện,n,danh từ
39188,habitus,ngoại mạo,n,danh từ
39189,habitus,thể tạng,n,danh từ
39190,halide,dạng halogen.,"a,n",tính từ
39191,halide,halogenua,"a,n",tính từ
39192,haloid,dạng muối,a,tính từ
39193,haloid,dạng (dẫn chất) halogen,a,tính từ
39194,halometer,quầng hoa mắt (máy đo),n,danh từ
39195,halometer,quầng nhiễu xạ hồng tế bào  (máy đo),n,danh từ
39196,halometry,quầng hoa mắt  (phép đo),n,danh từ
39197,halometry,quầng nhiễu xạ hồng tế bào  (phép đo),n,danh từ
39198,heal,chữa bệnh.,v,động từ
39199,heal,lành bệnh,v,động từ
39200,healing,chữa bệnh (sự),n,danh từ
39201,healing,lành bệnh (sự),n,danh từ
39202,helicine,hình xoắn.,a,tính từ
39203,helicine,luân tai  (th),a,tính từ
39204,hematic,huyết (th). máu (th).,"a,n",tính từ
39205,hematic,hematin (th).,"a,n",tính từ
39206,hematic,thuốc bổ máu,"a,n",tính từ
39207,hematinic,1.  hematin (th). 2.thuốc bổ máu,"a,n",tính từ
39208,hematogenic,sinh huyết (th).,a,tính từ
39209,hematogenic,do từ máu; theo đường máu,a,tính từ
39210,hematometry,dịnh lượng hemoglobin (phép).,n,danh từ
39211,hematometry,đếm huyết tế bào (phép),n,danh từ
39212,hemicrania,đau nửa đầu (ch).,n,danh từ
39213,hemicrania,khuyết nửa sọ  (tật),n,danh từ
39214,hemiopic,bán manh (th).,a,tính từ
39215,hemiopic,một mắt (th),a,tính từ
39216,hemipyonephrosis,bọc ứ nước một phần thận.,n,danh từ
39217,hemipyonephrosis,tích mủ thận bán phần (sự),n,danh từ
39218,hemlock,cần độc. cần chuột (cây).,n,danh từ
39219,hemlock,thiết sam (cây),n,danh từ
39220,hemophilic,ưa huyết.,a,tính từ
39221,hemophilic,huyết hữu (th),a,tính từ
39222,hepatogram,biểu đồ mạch gan.,n,danh từ
39223,hepatogram,chụp gan (phim),n,danh từ
39224,hepatography,chuyên luận về gan.,n,danh từ
39225,hepatography,biểu đồ mạch đập gan.,n,danh từ
39226,hepatography,chụp gan (thuật),n,danh từ
39227,hepatorrhea,1.  tiết dịch gan (sự),n,danh từ
39228,heptachromic,bảy màu (có).,a,tính từ
39229,heptachromic,phân biệt được bảy màu (quang phổ),a,tính từ
39230,heterogeneous,không đồng nhất.,a,tính từ
39231,heterogeneous,khác gen,a,tính từ
39232,heterogenic,dị nguyên,a,tính từ
39233,heterogenic,dị giới tính (vd: phụ nữ có râu),a,tính từ
39234,heterogenous,dị nguyên,a,tính từ
39235,heterogenous,heterogeneous,a,tính từ
39236,heterology,dị chủng. dị hệ (tính).,n,danh từ
39237,heterology,dị tính đồng cấu trúc (Hóa),n,danh từ
39238,heteropathy,tăng cảm giác (ch).,n,danh từ
39239,heteropathy,đối chứng liệu pháp,n,danh từ
39240,heterophil,dị ái.,"a,n",tính từ
39241,heterophil,tế bào dị ái. bạch tế bào trung tính,"a,n",tính từ
39242,heteroplastic,dị tái sinh. dị sản (th),a,tính từ
39243,heteroplastic,ghép khác loại (th),a,tính từ
39244,heterotrophy,dinh dưỡng dị thường,n,danh từ
39245,heterotrophy,dị dưỡng (tính),n,danh từ
39246,hexad,nguyên tố hóa trị sáu.,n,danh từ
39247,hexad,bộ sáu. nhóm sáu,n,danh từ
39248,hexatomic,sáu nguyên tử (có).,a,tính từ
39249,hexatomic,sáu nhóm chức (có),a,tính từ
39250,hidrosis,bài tiết mồ hôi (sự).,n,danh từ
39251,hidrosis,tăng tiết mồ hôi (sự).,n,danh từ
39252,hidrosis,bệnh tuyến mồ hôi,n,danh từ
39253,hircus,1.  lông nách 2.bình nhĩ. bình tai,n,danh từ
39254,hirudinization,1.  liệu pháp hirudin. 2 liệu pháp đỉa,n,danh từ
39255,histotrophic,gây hình thành mô.,a,tính từ
39256,histotrophic,dinh dưỡng mô (th),a,tính từ
39257,hyperchromatic,tăng bắt màu.,a,tính từ
39258,hyperchromatic,tăng nhiễm sắc tố.,a,tính từ
39259,hyperchromatosis,tăng bắt màu.,n,danh từ
39260,hyperchromatosis,tăng nhiễm sắc tố,n,danh từ
39261,hyperglycemic,tăng đường-huyết.,"a,n",tính từ
39262,hyperglycemic,gây tăng đường-huyết (chất),"a,n",tính từ
39263,hyperimidodipeptiduria,thiếu prolidase.,n,danh từ
39264,hyperimidodipeptiduria,imidodipeptid-niệu,n,danh từ
39265,hypermastia,tăng số tuyến vú (sự) .,n,danh từ
39266,hypermastia,phì đại tuyến vú (ch),n,danh từ
39267,hyperphrenia,kích động tâm thần quá độ (sự).,n,danh từ
39268,hyperphrenia,tăng hoạt động tâm thần. tăng tâm trí (sự),n,danh từ
39269,hypertonia,tăng trương lực.,n,danh từ
39270,hypertonia,tăng huyết áp,n,danh từ
39271,hypertonic,tăng trương lực.,a,tính từ
39272,hypertonic,ưu trương,a,tính từ
39273,hypnagogic,gây ngủ.,a,tính từ
39274,hypnagogic,xảy ra trước khi ngủ (ảo giác),a,tính từ
39275,hypnotism,thôi miên (thuật).,n,danh từ
39276,hypnotism,thôi miên (tình trạng),n,danh từ
39277,hypobaric,giảm áp.,a,tính từ
39278,hypobaric,giảm tỷ trọng (dung dịch),a,tính từ
39279,hypochondria,hạ sườn.,n,danh từ
39280,hypochondria,bệnh tưởng,n,danh từ
39281,hypochondriac,1.  hạ sườn (th).;  2 .bệnh tưởng (th). bệnh tưởng (bệnh nhân),"a,n",tính từ
39282,hypochromasia,kém bắt màu,n,danh từ
39283,hypochromasia,nhạt màu,n,danh từ
39284,hypoergic,giảm hoạt động .,a,tính từ
39285,hypoergic,giảm cảm ứng  (với dị ứng nguyên),a,tính từ
39286,hypognathous,nhô hàm dưới,a,tính từ
39287,hypognathous,thai ký sinh hàm dưới (th),a,tính từ
39288,hypohormonal,thiếu hormon (do),a,tính từ
39289,hypohormonal,giảm lượng hormon,a,tính từ
39290,hypophrenic,dưới cơ hoành.,a,tính từ
39291,hypophrenic,kém trí tuệ,a,tính từ
39292,hypotensive,giảm huyết áp (th). (gây).,"a,n",tính từ
39293,hypotensive,giảm huyết áp (người),"a,n",tính từ
39294,hypotonic,giảm trương lực,a,tính từ
39295,hypotonic,nhược trương,a,tính từ
39296,hypotonicity,giảm trương lực (tính),n,danh từ
39297,hypotonicity,nhược trương (tính),n,danh từ
39298,hysterography,ghi lực co tử cung (phép).,n,danh từ
39299,hysterography,chụp tử cung (thuật),n,danh từ
39300,hysterorrhaphy,cố định tử cung (thth).,n,danh từ
39301,hysterorrhaphy,khâu tử cung (thth),n,danh từ
39302,insensible,vô cảm giác,a,tính từ
39303,insensible,bất tỉnh nhân sự,a,tính từ
39304,insertion,bám (sự). lồng vào (sự).,n,danh từ
39305,insertion,xen đoạn (sự) (DTH),n,danh từ
39306,insolation,1.  tắm nắng (sự). 2 say nắng. cảm nắng,n,danh từ
39307,insulism,tăng tiết insulin (ch).,n,danh từ
39308,insulism,sốc insulin.,n,danh từ
39309,insulism,tăng insulin-huyết,n,danh từ
39310,insult,chấn thương.,n,danh từ
39311,insult,cơn,n,danh từ
39312,integration,đồng hóa (sự). điều hợp (sự) .,n,danh từ
39313,integration,hòa nhập. hội nhập (sự),n,danh từ
39314,intention,ý đồ. ý định,n,danh từ
39315,intention,liền vết thương,n,danh từ
39316,intermarriage,kết hôn cận thân,n,danh từ
39317,intermarriage,kết hôn khác chủng tộc (hay tôn giáo),n,danh từ
39318,intermission,thời gian ngừng.,n,danh từ
39319,intermission,đợt lắng bệnh,n,danh từ
39320,internalization,1.  nhập tâm. nội tại hóa. nội thức hóa 2.nhập nội bào,n,danh từ
39321,internuclear,gian nhân.,a,tính từ
39322,internuclear,giữa các lớp nhân (võng mạc),a,tính từ
39323,interosseal,gian cốt.,a,tính từ
39324,interosseal,cơ gian cốt (th),a,tính từ
39325,interparietal,gian thành.,a,tính từ
39326,interparietal,giữa hai xương đỉnh,a,tính từ
39327,intersex,lưỡng tính.,n,danh từ
39328,intersex,lưỡng tính (người),n,danh từ
39329,interstitium,khe. kẽ,n,danh từ
39330,interstitium,gian chất mô,n,danh từ
39331,intramedullary,trong tủy sống.,a,tính từ
39332,intramedullary,trong tủy xương.,a,tính từ
39333,intramedullary,trong hành não,a,tính từ
39334,intrinsic,nội tại.,a,tính từ
39335,intrinsic,bản chất. thực chất (th),a,tính từ
39336,introversion,lộn vào trong (sự),n,danh từ
39337,introversion,hướng nội tâm (sự).,n,danh từ
39338,introversion,quay trong. lệch trong (sự) (RHM)(sự),n,danh từ
39339,inunction,xoa dầu (sự).,n,danh từ
39340,inunction,dầu xoa,n,danh từ
39341,invagination,lồng ruột (sự).,n,danh từ
39342,invagination,lộn vào (sự),n,danh từ
39343,investment,bao phủ (sự). lớp phủ,n,danh từ
39344,investment,vào bột bao (sự)(RHM),n,danh từ
39345,involute,phục cựu.,v,động từ
39346,involute,thoái hóa,v,động từ
39347,ionization,ion hóa (sự).,n,danh từ
39348,ionization,liệu pháp ion hóa,n,danh từ
39349,ir-,nội. trong. hướng.,pref,tiền tố
39350,ir-,không. vô. bất. phi,pref,tiền tố
39351,iridorhexis,rách mống mắt (ch).,n,danh từ
39352,iridorhexis,cắt dính mống mắt (thth),n,danh từ
39353,irradiation,phóng xạ (sự).,n,danh từ
39354,irradiation,lan tỏa (sự) (thần kinh).,n,danh từ
39355,irradiation,rọi tia (sự) (tử ngoại).,n,danh từ
39356,irradiation,soi sáng (sự),n,danh từ
39357,ischiadic,hông (th).,a,tính từ
39358,ischiadic,ụ ngồi (th),a,tính từ
39359,isobar,1.  đẳng áp (đường).2.nguyên tố đồng khối (Hóa),n,danh từ
39360,isobaric,đẳng áp.,a,tính từ
39361,isobaric,đồng khối (Hóa),a,tính từ
39362,isolate,cách ly. cô lập. tách riêng. phân lập (khuẩn).,"v,n",danh từ
39363,isolate,quần thể cách ly. nhóm cách ly,"v,n",danh từ
39364,isolation,cách ly (sự).,n,danh từ
39365,isolation,phân lập (sự).,n,danh từ
39366,isolation,cô lập. ngăn cách (sự) (Hóa),n,danh từ
39367,isologous,1.  đồng genotyp. đồng cấu trúc di truyền. 2 đồng cấu (Hóa),a,tính từ
39368,issue,chảy ra. tiết ra (sự),n,danh từ
39369,issue,lỗ thoát mủ,n,danh từ
39370,isthmospasm,co thắt eo vòi tử cung (ch).,n,danh từ
39371,isthmospasm,co thắt eo họng (ch),n,danh từ
39372,itch,ngứa. eczema.,n,danh từ
39373,itch,ghẻ,n,danh từ
39374,ite,khoáng chất. cơ thể. cơ quan.,suff.,hậu tố
39375,ite,muối (Hóa),suff.,hậu tố
39376,ivory,ngà.,n,danh từ
39377,ivory,ngà răng,n,danh từ
39378,jugate,khớp vào nhau,a,tính từ
39379,jugate,đôi lá chét (có) (Thực),a,tính từ
39380,juice,nước ép.,n,danh từ
39381,juice,dịch,n,danh từ
39382,karyoklastic,phân đoạn nhân (th).,a,tính từ
39383,karyoklastic,kháng phân bào,a,tính từ
39384,karyomere,hạt nhiễm sắc.,n,danh từ
39385,karyomere,bọng nhân,n,danh từ
39386,karyosome,1.  thể nhân. 2 nhiễm sắc thể,n,danh từ
39387,keratic,sừng (th),a,tính từ
39388,keratic,giác mạc (th),a,tính từ
39389,keratic,keratin (th),a,tính từ
39390,keratohyaline,vừa sừng. vừa trong suốt.,a,tính từ
39391,keratohyaline,sừng trong suốt (th),a,tính từ
39392,key,chìa khóa.,n,danh từ
39393,key,khóa,n,danh từ
39394,kinesimeter,vận động kế.,n,danh từ
39395,kinesimeter,đo cảm giác da (khí cụ),n,danh từ
39396,kink,xoắn (sự).,n,danh từ
39397,kink,vẹo cổ (ch),n,danh từ
39398,knuckle,khớp đốt ngón tay.,n,danh từ
39399,knuckle,đoạn phình (của thoát vị),n,danh từ
39400,label,nhãn,n,danh từ
39401,label,đánh dấu,n,danh từ
39402,labiocervical,môi-cổ răng trước (th),a,tính từ
39403,labiocervical,môi-lợi (th),a,tính từ
39404,lac,sữa .,n,danh từ
39405,lac,nhựa sơn. nhựa cánh kiến đỏ,n,danh từ
39406,laceration,xé rách (sự),n,danh từ
39407,laceration,vỡ. rứt nát (sự),n,danh từ
39408,lactocele,1.  nang sữa   2.thủy tinh mạc dạng sữa. tràn dịch sữa (sự),n,danh từ
39409,lag,chậm.  muộn (sự),n,danh từ
39410,lag,thời kỳ tiềm ẩn,n,danh từ
39411,laparocystotomy,lấy u nang đường bụng (thth),n,danh từ
39412,laparocystotomy,lấy thai ngoài tử cung đường bụng (thth),n,danh từ
39413,lapsus,nhầm. lỡ (sự),n,danh từ
39414,lapsus,sa (sự),n,danh từ
39415,lardaceous,dạng mỡ,a,tính từ
39416,lardaceous,lardacein (có),a,tính từ
39417,larval,ấu trùng.,a,tính từ
39418,larval,tiềm ẩn,a,tính từ
39419,laryngography,chụp thanh quản,n,danh từ
39420,laryngography,mô tả thanh quản (sự),n,danh từ
39421,laxation,khử tạp (sự),n,danh từ
39422,laxation,đại tiện (sự),n,danh từ
39423,lens,kính . thấu kính,n,danh từ
39424,lens,thủy tinh thể.,n,danh từ
39425,lenticular,dạng thấu kính; nhân đậu (th),a,tính từ
39426,lenticular,thủy tinh thể (th),a,tính từ
39427,leontiasis,xương mặt sư tử,n,danh từ
39428,leontiasis,mặt sư tử,n,danh từ
39429,lethargy,ngủ lịm (ch),n,danh từ
39430,lethargy,thờ ơ (tính),n,danh từ
39431,levator,cơ nâng,n,danh từ
39432,levator,nâng mảnh xương gãy (cái),n,danh từ
39433,lichen,địa y,n,danh từ
39434,lichen,liken,n,danh từ
39435,lienography,chụp lách (thuật),n,danh từ
39436,lienography,mô tả lách,n,danh từ
39437,limb,chi (chân. tay),n,danh từ
39438,limb,cánh. nhánh,n,danh từ
39439,line,đường. tuyến. dòng,n,danh từ
39440,line,ranh giới,n,danh từ
39441,linguocervical,lưỡi-cổ răng (th),a,tính từ
39442,linguocervical,lưỡi-lợi (th),a,tính từ
39443,lipoferous,1.  dẫn mỡ.  2 ưa Sudan (thuốc nhuộm),a,tính từ
39444,lipping,hình nêm (X quang).,n,danh từ
39445,lipping,mỏ vẹt. chồi xương,n,danh từ
39446,lithic,bệnh sỏi (th),a,tính từ
39447,lithic,lithi (th),a,tính từ
39448,lithodialysis,hòa tan sỏi (phép),n,danh từ
39449,lithodialysis,nghiền sỏi (thth),n,danh từ
39450,litter,cáng.,n,danh từ
39451,litter,lứa con,n,danh từ
39452,livor,tím bầm,n,danh từ
39453,livor,tím bầm tử thi (tính),n,danh từ
39454,localization,định vị (sự),n,danh từ
39455,localization,khu trú. hạn chế (sự) .,n,danh từ
39456,localization,tiền định vị,n,danh từ
39457,locus,vị trí. cứ điểm.,n,danh từ
39458,locus,locus (DTH)(nơi khu trú của gen),n,danh từ
39459,lug,quai. giá đỡ,n,danh từ
39460,lug,ngàm (cái). chốt tựa. mấu tì (RHM),n,danh từ
39461,lumbrical,giun đũa (th); dạng giun đũa.,"a,n",tính từ
39462,lumbrical,cơ giun bàn tay,"a,n",tính từ
39463,lumbricus,giun đũa,n,danh từ
39464,lumbricus,giun đất,n,danh từ
39465,lumen,lòng ống,n)--------- boû j,n)--------- boû j
39466,lumen,lumen,n)--------- boû j,n)--------- boû j
39467,lunar,mặt trăng. nguyệt (th).,a,tính từ
39468,lunar,bạc (th),a,tính từ
39469,lymphogenous,sinh bạch huyết,a,tính từ
39470,lymphogenous,do bạch huyết,a,tính từ
39471,lymphokinesis,chuyển động nội bạch huyết (sự),n,danh từ
39472,lymphokinesis,tuần hoàn bạch huyết,n,danh từ
39473,lyonization,1.  khử hoạt (sự)  (phát sinh phôi).(DTH). 2.dị  nhiễm sắc chất  hóa (sự). heterochromatin hóa,n,danh từ
39474,lyophile,ưa dung môi.,"a,n",tính từ
39475,lyophile,ưa dung môi (chất),"a,n",tính từ
39476,lysogenic,1.  sinh lysin 2  lysogenicity,a,tính từ
39477,lysogenicity,sinh dung tố (sự). sinh lysin (sự),n,danh từ
39478,lysogenicity,sinh thực khuẩn thể.,n,danh từ
39479,lysogenicity,chuyển đổi dung giải (sự),n,danh từ
39480,lyssa,dại (bh),n,danh từ
39481,lyssa,vách lưỡi ;,n,danh từ
39482,macroadenoma,u tuyến lớn (kính trên 10 mm),n,danh từ
39483,macroscopical,macroscopy,a,tính từ
39484,macroscopical,macroscopic,a,tính từ
39485,macula,dát. vết,n,danh từ
39486,macula,điểm vàng,n,danh từ
39487,mad,điên.,n,danh từ
39488,mad,dại (chỉ chó),n,danh từ
39489,malignancy,ác tính (sự). độc hại (tính).,n,danh từ
39490,malignancy,u ác tính,n,danh từ
39491,malleotomy,mở xương búa (thth),n,danh từ
39492,malleotomy,tách xương búa (thth),n,danh từ
39493,mamilla,núm.,n,danh từ
39494,mamilla,núm vú,n,danh từ
39495,mamillation,hình thành núm (sự),n,danh từ
39496,mamillation,nhô thành hình núm (sự),n,danh từ
39497,mammose,to vú,a,tính từ
39498,mammose,nhô thành hình vú,a,tính từ
39499,mass,khối .,n,danh từ
39500,mass,khối lượng,n,danh từ
39501,masseur,1.  kỹ thuật viên xoa bóp. 2 dụng cu xoa bóp,F,F
39502,masticatory,nhai (th).,"a,n",tính từ
39503,masticatory,thuốc nhai,"a,n",tính từ
39504,mastoid,hình núm vú.,a,tính từ
39505,mastoid,mỏm chũm xương thái dương (th),a,tính từ
39506,matching,1.  ghép cặp (sự)  2  so nghiệm (sự),n,danh từ
39507,matrix,chất cơ bản.,n,danh từ
39508,matrix,khuôn,n,danh từ
39509,matter,vật chất. chất,n,danh từ
39510,matter,mủ,n,danh từ
39511,maturate,1.  chín  2 . mưng mủ,v,động từ
39512,maturation,1.  chín muồi. thành thục (sự)  2.giảm phân (sự). 3. mưng mủ (sự),n,danh từ
39513,meal,1.  bữa ăn.  2  bột,n,danh từ
39514,measure,kích thước. đo lường,n,danh từ
39515,measure,biện pháp,n,danh từ
39516,media,trung mạc. trung tầng ( huyết quản),n,danh từ
39517,media,xem  medium,n,danh từ
39518,medial,giữa.,a,tính từ
39519,medial,bên trong. 3  trung tầng (th),a,tính từ
39520,median,giữa.,"a,n",tính từ
39521,median,đường giữa. trung tuyến ; số trung vị,"a,n",tính từ
39522,medicinal,dược dụng,a,tính từ
39523,medicinal,y học (th),a,tính từ
39524,medicine,thuốc chữa bệnh,n,danh từ
39525,medicine,y học,n,danh từ
39526,medicine,nội khoa,n,danh từ
39527,medium,1.  môi trường. 2 phương tiện. cách,n,danh từ
39528,medulla,tủy,n,danh từ
39529,medulla,hành tủy,n,danh từ
39530,megaspore,1.  bào tử cái. đại bào tử.  2 bào tử đính lớn.  hạt đính lớn,n,danh từ
39531,melanoid,1.  dạng melanin. 2 . melanoit,"a,n",tính từ
39532,member,bộ phận. thành phần.,n,danh từ
39533,member,chi,n,danh từ
39534,meniscus,sụn chêm.,n,danh từ
39535,meniscus,mặt khum.,n,danh từ
39536,meniscus,thấu kính mặt lồi lõm,n,danh từ
39537,mental,tâm thần (th),a,tính từ
39538,mental,cằm (th),a,tính từ
39539,mentation,tâm trạng,n,danh từ
39540,mentation,ý thức (trạng thái ),n,danh từ
39541,meristic,phân đốt (th).,a,tính từ
39542,meristic,sắp xếp đối xứng,a,tính từ
39543,mesiocervical,gần giữa cổ (răng),a,tính từ
39544,mesiocervical,gần giữa lợi,a,tính từ
39545,mesocardium,mạc treo tim phôi,n,danh từ
39546,mesocardium,cơ tim,n,danh từ
39547,mesoglia,1.  thực bào trung bì. vi tế bào thần kinh 2 . tế bào thần kinh đệm ít nhánh,n,danh từ
39548,mesomere,nguyên bào trung bình,n,danh từ
39549,mesomere,vùng giữa trung bì,n,danh từ
39550,mesometrium,mạc treo tử cung. nền dây chằng rộng,n,danh từ
39551,mesometrium,áo cơ tử cung,n,danh từ
39552,metabasis,chuyển biến bệnh (sự),n,danh từ
39553,metabasis,di căn (sự),n,danh từ
39554,metathesis,chuyển đổi quá trình bệnh lý.,n,danh từ
39555,metathesis,"chuyển  vị (sự) . phản ứng trao đổi (sự) ,phân giải kép (Hóa)",n,danh từ
39556,modality,thể thức.,n,danh từ
39557,modality,phương thức,n,danh từ
39558,molar,mol (th).,a,tính từ
39559,molar,răng hàm (th).,a,tính từ
39560,molar,chửa trứng (th),a,tính từ
39561,mold,1.  mốc. 2 khuôn đúc,n,danh từ
39562,mole,nơvi.,n,danh từ
39563,mole,nốt ruồi duyên,n,danh từ
39564,monad,cầu khuẩn đơn bào. tế bào đơn lẻ.,n,danh từ
39565,monad,nguyên tố hóa trị một.,n,danh từ
39566,monad,bộ đơn (DTH),n,danh từ
39567,monatomic,1.  hóa trị một. 2 đơn bazơ. 3. có một nguyên tử,a,tính từ
39568,monoblepsia,nhìn rõ bằng một mắt (ch).,n,danh từ
39569,monoblepsia,chỉ cảm thấy một màu (ch),n,danh từ
39570,monoclonal,dòng vô tính đơn (th).,a,tính từ
39571,monoclonal,đơn clon. đơn dòng (th),a,tính từ
39572,monoculus,1.  băng một mắt. 2 quái thai một mắt,n,danh từ
39573,monogen,nguyên tố hóa trị I.,n,danh từ
39574,monogen,kháng huyết thanh đơn kháng nguyên,n,danh từ
39575,monogenesis,sinh sản đơn tính. sinh sãn vô tính.,n,danh từ
39576,monogenesis,đơn bào phát sinh (thuyết),n,danh từ
39577,monovalent,hóa trị một.,a,tính từ
39578,monovalent,đơn trị. đơn giá,a,tính từ
39579,morbidity,bệnh thái (tình hình mắc bệnh),n,danh từ
39580,morbidity,bệnh suất (tỷ lệ mắc bệnh),n,danh từ
39581,mortuary,chết (th). tang (th).,"a,n",tính từ
39582,mortuary,nhà xác,"a,n",tính từ
39583,morular,phôi dâu (th).,a,tính từ
39584,morular,giống quả dâu,a,tính từ
39585,mosaic,thể khảm.,n,danh từ
39586,mosaic,bệnh đốm,n,danh từ
39587,moth,bướm đêm. ngài.,n,danh từ
39588,moth,mạt bột; nhậy,n,danh từ
39589,motor,vận động (thần kinh. cơ. trung tâm),n,danh từ
39590,motor,phát động (sự),n,danh từ
39591,mottling,đốm (ch); khảm (bh),n,danh từ
39592,mottling,tạo khảm (sự) (DTH),n,danh từ
39593,moulage,đổ khuôn. lấy khuôn (sự).,n,danh từ
39594,moulage,khuôn (cái),n,danh từ
39595,mount,1.  lắp vào giá; làm tiêu bản,v,động từ
39596,mouse,chuột nhắt,n,danh từ
39597,mouse,tiểu thể lưu động,n,danh từ
39598,movement,"vận động ,chuyển động.  họat động. động tác.",n,danh từ
39599,movement,đại tiện (sự),n,danh từ
39600,mucilage,chất nhầy. thuốc nhầy.,n,danh từ
39601,mucilage,nhựa keo,n,danh từ
39602,mucoid,dạng niêm. dạng nhầy.,"a,n",tính từ
39603,mucoid,mucoit,"a,n",tính từ
39604,mucous,niêm dịch (thuộc. giống).,a,tính từ
39605,mucous,tiết niêm dịch.,a,tính từ
39606,muliebrity,nữ tính,n,danh từ
39607,muliebrity,nam giới mang tính nữ,n,danh từ
39608,multicellular,đa bào.,a,tính từ
39609,multicellular,nhiều hốc,a,tính từ
39610,multifactorial,1.  đa nhân tố. 2 đa gen. nhiều gen (DTH),a,tính từ
39611,multimodal,nhiều kiểu.,a,tính từ
39612,multimodal,nhiều đỉnh (trong biểu đồ). 3 . đa loại cảm giác,a,tính từ
39613,muscular,cơ (th).,a,tính từ
39614,muscular,vạm vỡ,a,tính từ
39615,mutant,biến dị. đột biến.,"a,n",tính từ
39616,mutant,đột biến (thể ),"a,n",tính từ
39617,myelencephalon,1.  não sau. não cuối. 2 hành não,n,danh từ
39618,myelocytoma,u tủy.,n,danh từ
39619,myelocytoma,bạch huyết tế bào hạt (bh),n,danh từ
39620,myelogram,chụp tủy sống (phim).,n,danh từ
39621,myelogram,tủy đồ,n,danh từ
39622,myeloid,tủy xương (dạng. thuộc).,a,tính từ
39623,myeloid,tủy sống (th).,a,tính từ
39624,myeloid,dạng tủy bào,a,tính từ
39625,myelophthisis,hủy hoại tủy sống (sự),n,danh từ
39626,myelophthisis,giảm năng sinh  huyết của tủy xương,n,danh từ
39627,myelosclerosis,xơ cứng tủy sống.,n,danh từ
39628,myelosclerosis,xơ cứng xương-tủy xương.  3 xơ hóa tủy xương,n,danh từ
39629,myelotoxic,phá hủy tủy xương.,a,tính từ
39630,myelotoxic,ức chế hoạt động tủy xương.,a,tính từ
39631,myelotoxic,do bệnh tủy xương,a,tính từ
39632,myocomma,khúc cơ nguyên thủy.,n,danh từ
39633,myocomma,vách cơ,n,danh từ
39634,myoedema,nêm co cơ (sự) (cơ nổi cục khi co bóp).,n,danh từ
39635,myoedema,phù cơ (ch),n,danh từ
